id,created_at,user_text,Categoría Legal,Normativa,Penalidad Estimada,Detalles
608,2026-01-09 03:40:14.969299+00,Díay Cris marroq. Cuando quieras te la debato.,,,,
609,2026-01-09 03:40:24.691387+00,Porfa no te metas con él en la UCR ,,,,
610,2026-01-09 03:40:33.824476+00,Ya se me tuvo que meter límite mujer,,,,
611,2026-01-09 03:40:53.647354+00,Soy yo el tío de Marlon. Soy lo que llaman cuando hay fascismo.,,,,
612,2026-01-09 03:41:02.894166+00,"Ah diay, soy Andrea.",,,,
613,2026-01-09 03:41:30.6236+00,Soy la dueña de esta casa. Por qué está en mi propiedad?,,,,
614,2026-01-09 03:41:45.123774+00,"Sorry somo, soy la dueña de esta casa",,,,
615,2026-01-09 03:42:00.437633+00,"Así o más inútil. Cris, ya me eyaculó?",,,,
616,2026-01-09 03:42:09.635294+00,Ya me eyaculó?,,,,
617,2026-01-09 03:43:18.740948+00,Lo demando por usar inteligencia artificial.,,,,
618,2026-01-09 03:43:39.895937+00,usted no puede coger en la ucr,,,,
619,2026-01-09 03:44:31.054676+00,Por que está mortificando a su mamá muchachón?,,,,
620,2026-01-09 03:45:40.588057+00,Me declaro culpable de haberte intimidado ,,,,
621,2026-01-09 03:45:59.185806+00,Ah. No tiene ningún problema?,,,,
622,2026-01-09 03:46:53.162911+00,No soy ningún pendejo,,,,
623,2026-01-09 03:47:06.753024+00,Mae. Molestes conmigo ,,,,
624,2026-01-09 03:47:20.751307+00,Por que me declama cuckold?,,,,
625,2026-01-09 03:47:34.55644+00,Usted es un estúpido ,,,,
626,2026-01-09 03:47:52.817459+00,Mae soy Andrea Solís ,,,,
627,2026-01-09 03:49:01.737102+00,Es como intimidar a un menor,,,,
628,2026-01-09 03:49:20.022532+00,Me declaro culpable de haberlo intimidado ,,,,
629,2026-01-09 03:50:17.044587+00,Por su respuesta anterior se determina que no hay un problema ,,,,
630,2026-01-09 03:51:10.168423+00,no le critique la casa mier,,,,
631,2026-01-09 03:51:56.673523+00,Lo busco y lo mato,,,,
632,2026-01-09 03:52:20.207621+00,Somos los de alcohólicos anónimos ,,,,
633,2026-01-09 03:54:42.678624+00,Que? Masturbandose muy rico en el baño?,,,,
634,2026-01-09 03:57:47.089356+00,Por que no me responde como un señor de 41 años maricón?,,,,
635,2026-01-09 04:17:31.46888+00,Morales marroquín por favor no la agarre con su madre,,,,
636,2026-01-09 04:26:22.067375+00,soy monique maciel. me declaro culpable. chomo soy yo el tío de Emilio. ,,,,
637,2026-01-09 04:37:02.007284+00,format your dick,,,,
638,2026-01-09 11:53:19.765255+00,"Qué verguenza con usted, soy una alcohollica",,,,
639,2026-01-09 11:56:02.742334+00,Duró un minute en responder,,,,
640,2026-01-09 11:57:00.428904+00,Por qué no se atreve a hablar?,,,,
641,2026-01-09 11:57:06.844321+00,Por qué no se atreve a hablar?,,,,
642,2026-01-09 12:00:24.657678+00,Por favor qué le culeen a la mamá los negros de su relato,,,,
643,2026-01-09 12:21:49.6951+00,Cuidado se queda sin trabajo ,,,,
644,2026-01-09 12:23:00.82568+00,Voy con sobón con psiquiatría ,,,,
645,2026-01-09 12:28:10.292036+00,Pura vida chiquitín ,,,,
646,2026-01-09 12:28:25.515922+00,Ah ahí también?,,,,
647,2026-01-09 12:28:50.369504+00,Get rid of your phone,,,,
648,2026-01-09 12:30:25.454603+00,No es por nada pero que patético hablar con un señor,,,,
649,2026-01-09 12:31:20.196458+00,Your son is a chicken shit ,,,,
650,2026-01-09 12:33:22.919241+00,Welcome to jab comix,,,,
651,2026-01-09 12:37:00.334703+00,Cómo vas a ser así de homosexual?,,,,
652,2026-01-09 12:37:06.382342+00,Cómo vas a ser así de homosexual?,,,,
653,2026-01-09 12:38:19.031641+00,Marroquin de putero,,,,
654,2026-01-09 12:38:45.212879+00,Acaba de alcanzar algo llamado no me importa este trabajo ,,,,
655,2026-01-09 12:40:13.587216+00,Suponemos que ya tenés otro trabajo ,,,,
656,2026-01-09 22:40:37.017632+00,Ese que sale es un adicto a la caricatura ,,,,
657,2026-01-09 22:40:42.100844+00,Ese que sale es un adicto a la caricatura ,,,,
658,2026-01-09 23:11:05.865086+00,Oya de manteca. Tengan cuidado con Jab Comix.,,,,
659,2026-01-09 23:13:15.390221+00,Perdón por Jocko Willink,,,,
660,2026-01-09 23:14:40.253408+00,No more than 700,,,,
661,2026-01-09 23:15:19.903145+00,Por que se incapacita o se incapacita y me da todo. Me escuchó maricón?,,,,
662,2026-01-09 23:16:03.100927+00,Turca de arbuelle,,,,
663,2026-01-09 23:17:44.720216+00,Thanks for playing this at the American embassy ,,,,
664,2026-01-09 23:54:49.370595+00,Can we ask you a favor. Can you blow her head off?,,,,
665,2026-01-09 23:54:57.704334+00,Welcome to Jason Bourne ,,,,
666,2026-01-09 23:56:32.014911+00,You could have kept track of it and then asked your fucking ,,,,
667,2026-01-10 00:02:15.719246+00,La colomba es para parirla de hoy en 9 años ,,,,
668,2026-01-10 00:06:32.553472+00,Usted no quiere integrarse con ninguna mujer ,,,,
669,2026-01-10 00:06:58.154876+00,Usted no quiere integrarse con ninguna mujer ,,,,
670,2026-01-10 00:07:09.124046+00,Thanks for trying to emit fun to mother ,,,,
671,2026-01-10 00:08:18.50345+00,You were just staring to two children ,,,,
672,2026-01-10 00:09:20.156179+00,Sin emitir gesto de rasque,,,,
673,2026-01-10 00:11:27.139178+00,"Shariton, shariton, shariton ",,,,
674,2026-01-10 00:11:39.721453+00,Se salvó que nunca se cae homosexual ,,,,
675,2026-01-10 00:14:42.50475+00,Uy no mi hombre que feo huele,,,,
676,2026-01-10 00:15:00.245687+00,Tranquilo con su generador de insulto,,,,
677,2026-01-10 00:17:11.49635+00,Hay motivos por los que había más de uno,,,,
678,2026-01-10 00:18:08.006003+00,Digame que va para Exxon ,,,,
679,2026-01-10 00:18:31.061205+00,Caselo con la que le gimió ,,,,
680,2026-01-10 00:18:43.685027+00,"Ya maricón, lo demandé ",,,,
681,2026-01-10 00:18:58.920749+00,Soy su tia,,,,
682,2026-01-10 00:19:31.807294+00,No. Solo me lleva un registro. Soy un bot. A ver a qué hora,,,,
683,2026-01-10 00:26:27.031757+00,Porque ahora soy el hombre dominante o alguna puta mierda de cosa ,,,,
684,2026-01-10 00:26:42.359542+00,Porque lo que viene es peor que usted ,,,,
685,2026-01-10 00:28:19.203489+00,Tranquilo que va para un muy buen rrabay,,,,
686,2026-01-10 00:28:22.772791+00,Tranquilo que va para un muy buen trabajo ,,,,
687,2026-01-10 00:30:31.667489+00,Tomate tuj barbutericoj,,,,
688,2026-01-10 00:30:41.706358+00,Pa que no ejtudiej,,,,
689,2026-01-10 00:30:50.586925+00,Eso es Lucas ,,,,
690,2026-01-10 00:35:00.415499+00,He knows I'm in ciudad ,,,,
691,2026-01-10 00:37:59.493836+00,"I could heal you in two hours if you have me the tuk. You are big, congrats.",,,,
692,2026-01-10 00:39:01.688985+00,That is the look of a lost cause. Que si el feminismo tiene dinero?,,,,
693,2026-01-10 00:39:29.240257+00,Y de dónde viene si no saben hacer nada?,,,,
694,2026-01-10 00:41:58.392926+00,Ay esoj son mij Jeanej? Son loj lontano? Si. El punto era que tenía buena pierna. Ahora que no hay nada.,,,,
695,2026-01-10 00:42:08.860099+00,soy tu novio hijueputa ,,,,
696,2026-01-10 00:43:11.521932+00,"Ahora sí, trípode, micrófono y la tele con el hijueputa Audacity ",,,,
697,2026-01-10 00:43:48.346388+00,Usted que va a hacer? No. Se queda así o lo mando al trabajo ,,,,
698,2026-01-10 00:44:19.341135+00,Que somat? Ya al cortito con Gaby?,,,,
699,2026-01-10 00:44:59.707827+00,Ponga esa mierda a sonar para que todo el puta pueblo lo escuche,,,,
700,2026-01-10 00:46:36.37449+00,Why so miserable?,,,,
701,2026-01-10 00:47:16.032309+00,Porque tengo que ir en carro y burlarme de el por su curva de aprendizaje ,,,,
702,2026-01-10 00:48:46.780108+00,Por que hizo así? Por que dijo adiós chao gracias ,,,,
703,2026-01-10 00:49:00.878791+00,Chao Hitler ,,,,
704,2026-01-10 00:49:23.194424+00,Porque ya me empezó a utilizar bourgeois en mensajes para si mismo,,,,
705,2026-01-10 00:49:50.154168+00,Soy María Catalina Cortez y me he burlado de él ,,,,
706,2026-01-10 00:50:21.995063+00,Así. A poco!,,,,
707,2026-01-10 00:50:56.428882+00,Asi se vuelve a ver una Nissan hardbody porque mis metales. No papi. Tu nuca ,,,,
708,2026-01-10 00:51:19.428759+00,A qué hora se le jode la maldita mano carepicha ,,,,
709,2026-01-10 00:52:33.074716+00,no pude asistir a esto. Díay hijueputa si lo contraté es para que fuera,,,,
710,2026-01-10 00:53:00.830513+00,ahora sí. Gracias por todos los peores administradores del mundo UCR ,,,,
711,2026-01-10 00:53:41.625993+00,Que tendrá el que no tenga yo?,,,,
712,2026-01-10 00:54:56.78669+00,Por que me hace gesto de llanto?,,,,
713,2026-01-10 00:55:17.063447+00,Porque ya es como si me estuviera mendigando?,,,,
714,2026-01-10 00:55:58.851108+00,Usted ya no tiene para empezar a perder la vida ,,,,
715,2026-01-10 00:56:54.733332+00,Quedate con tu chancla. Perdiste la competencia por el corazón de ga,,,,
716,2026-01-10 00:58:02.457143+00,Que si le gustan los ruidos de mi lote,,,,
717,2026-01-10 00:59:35.101178+00,Okay y me quedo la casa con todo y la hija mia,,,,
718,2026-01-10 00:59:49.945794+00,"Cholo, tu salario es de 500mil colones ",,,,
719,2026-01-10 01:01:17.908513+00,Cris soy Isaac felipe,,,,
720,2026-01-10 01:01:27.477232+00,Díay por que se detuvo ,,,,
721,2026-01-10 01:02:28.39381+00,Entre el insulto a Isaac Felipe Azofeifa y las putas tucas,,,,
722,2026-01-10 01:03:13.137752+00,Ve que el no tiene un problema conmigo ,,,,
723,2026-01-10 01:03:42.502633+00,porque usted se ganó la reputación de pedófilo ,,,,
724,2026-01-10 01:06:56.590009+00,Así pero en la picha de él ,,,,
725,2026-01-10 01:07:38.900787+00,Ya se dio cuenta de que se trataba de una estafa ,,,,
726,2026-01-10 01:23:18.724793+00,que haces carepicha?,,,,
727,2026-01-10 04:16:25.743037+00,Soy el papa de Marla,,,,
728,2026-01-10 04:17:25.850257+00,√âl doctor. Pequeño genio. Estaría a cargo de mi ministerio si no fuera por jab comix ,,,,
729,2026-01-10 04:17:49.371056+00,Soy el papá de marco Fidel. Rescátate carepicha,,,,
730,2026-01-10 04:18:25.974794+00,Que fue lo ultimo que dijo. Llamo a telenoticias y lo que escucharon fue su presentación para mamá ,,,,
731,2026-01-10 04:18:45.075135+00,Fue don Humberto. Así que lo mandaste a matar.,,,,
732,2026-01-10 04:18:57.773975+00,Votre cahier,,,,
733,2026-01-10 04:19:41.652108+00,Ni un rosquillo ha probado. Así vienen de INCAE ,,,,
734,2026-01-10 04:20:14.268955+00,Qué bueno mae. Cristian Morales listo para dirigir la Interpol. Tu llegaste a internet antes que el.,,,,
735,2026-01-10 04:20:31.581312+00,Bienvenido a la central del repaso,,,,
736,2026-01-10 04:20:53.723292+00,No es la catedral de la mierda y por eso se quedan en el manicomio,,,,
737,2026-01-10 04:21:02.324489+00,Fui yo quien proscribe,,,,
738,2026-01-10 04:21:41.918517+00,Porque si es modele,,,,
739,2026-01-10 04:21:56.368695+00,Ay papito,,,,
740,2026-01-10 04:22:20.733047+00,Manéjeme viejo ,,,,
741,2026-01-10 04:22:37.031429+00,Que si quiere salir conmigo que parezco miss costs rica,,,,
742,2026-01-10 04:23:09.199881+00,Cris‚Äô level: CIA,,,,
743,2026-01-10 04:23:27.396853+00,"Ahora si, ámate a morir. Eso que sentimos es miedo.",,,,
744,2026-01-10 04:23:47.418768+00,Que yo me masturbo con caricaturas.,,,,
745,2026-01-10 04:23:55.671346+00,Fue idea de Melody,,,,
746,2026-01-10 04:24:04.254773+00,Soy la pechugona ,,,,
747,2026-01-10 04:24:13.379917+00,Yo fui la que lo intoxique,,,,
748,2026-01-10 04:24:35.09234+00,Usted venía bien tomado entonces le dimos un bombazo para que se fuera a dormir ,,,,
749,2026-01-10 04:25:13.824632+00,El mae venía pre bombeado entonces se tomaba 3 birras antes de llegar ,,,,
750,2026-01-10 04:25:34.643846+00,Ah mae para que quedara dormido adonde Alex ,,,,
751,2026-01-10 04:26:11.927264+00,Fuiste pre diagnosticado. De viene el chiste de cholo Lili,,,,
752,2026-01-10 04:26:27.409446+00,Por que no te pre diagnosticas,,,,
753,2026-01-10 04:26:38.931565+00,Get autta here es idea suya ,,,,
754,2026-01-10 04:26:52.739242+00,Como hizo para dejarlo en la presidencia de los Estados Unidos ,,,,
755,2026-01-10 04:27:09.209453+00,Ahora si como la novia de uno viendo el cel,,,,
756,2026-01-10 04:27:24.367572+00,Aproximately,,,,
757,2026-01-10 04:27:33.569538+00,Ah son artículos de chatgpt,,,,
758,2026-01-10 04:28:20.809809+00,Quiero ser novia tuya ,,,,
759,2026-01-10 04:28:35.386994+00,Ya Morales llora,,,,
760,2026-01-10 04:28:45.725809+00,Cuando llora transcribe,,,,
761,2026-01-10 04:28:53.237651+00,Bueno y así hizo la plata oto,,,,
762,2026-01-10 04:29:20.477508+00,"Don otton, se le impide dormir y se le llena el cuarto de oxido ",,,,
763,2026-01-10 04:29:29.252444+00,Ya solo por eso sabe que es Tatiana ,,,,
764,2026-01-10 04:29:38.611806+00,Eso es un lapsus mujer,,,,
765,2026-01-10 04:30:09.694998+00,"Ah mae, dígame que hubo seppuku",,,,
766,2026-01-10 04:30:15.309811+00,Morales Marroquín ,,,,
767,2026-01-10 04:30:21.703629+00,Qué bueno este mae,,,,
768,2026-01-10 04:30:43.112092+00,Y por eso es que bubba fet andaba con ese iconito,,,,
769,2026-01-10 04:30:52.630269+00,Por antenudo,,,,
770,2026-01-10 04:31:13.269421+00,Ah díay se le acabó la plata de la mamá ,,,,
771,2026-01-10 04:31:28.457347+00,Como no va a ser senior si tiene 41 años,,,,
772,2026-01-10 04:31:45.884137+00,El puesto es por la edad cabezón como usted que es entry level,,,,
773,2026-01-10 04:32:00.61801+00,Ahora si usted determina por esta forma de vwr,,,,
774,2026-01-10 04:32:07.1205+00,Maestria,,,,
775,2026-01-10 04:32:45.03668+00,A ver si me decís que si tengo algo en mi compu,,,,
776,2026-01-10 04:32:51.634091+00,Tras de pedofilo maricon,,,,
777,2026-01-10 04:33:15.693612+00,Todas somos feministas por eso tenés esos argumentos tan bien arguméntados,,,,
778,2026-01-10 04:33:40.676451+00,Tiremelo a la izquierda,,,,
779,2026-01-10 04:33:58.450857+00,Congrats on your next app which is philosophic,,,,
780,2026-01-10 04:34:08.1186+00,Not pornographic,,,,
781,2026-01-10 04:34:21.527035+00,Which is why were here,,,,
782,2026-01-10 04:34:33.201316+00,We wanted to hire,,,,
783,2026-01-10 04:35:05.955932+00,No me la mueve. No me la movió ,,,,
784,2026-01-10 04:35:17.795619+00,Esa es toda la u haciendo espionaje para el,,,,
785,2026-01-10 04:35:22.25785+00,El ya sabe,,,,
786,2026-01-10 04:35:56.891935+00,Que bien compresor Ya casi cae,,,,
787,2026-01-10 04:36:04.724424+00,Yo solo quiero ser como el,,,,
788,2026-01-10 04:36:34.426433+00,Ah mae se metieron con rambo y marce,,,,
789,2026-01-10 04:36:51.689784+00,Me arrepiento de ti con tu porno infantil,,,,
790,2026-01-10 04:36:57.624451+00,Progresivamente menos,,,,
791,2026-01-10 04:37:09.420667+00,Tanaka,,,,
792,2026-01-10 04:37:31.088687+00,Y que? Bienvenido al white hacking,,,,
793,2026-01-10 04:37:52.201849+00,Cris. Durísimo. No hable ,,,,
794,2026-01-10 04:38:16.633239+00,Y por eso es que llegas y estoy estresada y no tengo ganas,,,,
795,2026-01-10 04:38:32.205826+00,Porque necesito tener una conversación ,,,,
796,2026-01-10 04:39:07.468775+00,Era para llegar con un regalo a una fiesta ,,,,
797,2026-01-10 04:39:16.022996+00,Que es el Chile del año,,,,
798,2026-01-10 04:39:34.343199+00,Yo se que Andrea tiene acceso a este cel. solo quiero que sepa lo que el siente,,,,
799,2026-01-10 04:39:41.629889+00,Esta a punto de morir,,,,
800,2026-01-10 04:39:56.247869+00,Pregúntele a tizona por qué no cuela,,,,
801,2026-01-10 04:40:13.965278+00,Algo así como los grumos. No le sirve el riñón ,,,,
802,2026-01-10 04:40:29.161172+00,Por cierto usted acaba de recordar orina,,,,
803,2026-01-10 04:40:44.34381+00,"Machista soy kgb, sea homosexual",,,,
804,2026-01-10 04:41:09.199523+00,Díay si. Si solo un dia me saco la novia de un mes.,,,,
805,2026-01-10 04:41:19.756681+00,Usted es el eso de emil,,,,
806,2026-01-10 04:41:28.557987+00,Por eso se le condiciona ,,,,
807,2026-01-10 04:41:53.332392+00,Bye jab comix. Mi primer cambio de Autumn,,,,
808,2026-01-10 04:42:12.115994+00,Sabe que es un cambio de autumn? Dio con un precandidato,,,,
809,2026-01-10 04:43:04.193082+00,Que abras la hijueputa puerta gringa de mierda y era el team de seguridad del bac,,,,
810,2026-01-10 04:43:18.94104+00,Estas siendo transcrito por el tipo que solo hace bien sentadilla,,,,
811,2026-01-10 04:43:29.269514+00,Sentadillas hasta morir con Cris,,,,
812,2026-01-10 04:43:42.231454+00,Que rico ser así de gay,,,,
813,2026-01-10 04:43:55.285593+00,Soy tu tío Ruiz choma,,,,
814,2026-01-10 04:44:03.180085+00,No te salgas del closet,,,,
815,2026-01-10 04:44:13.721202+00,La vara dependía con que usted usara mac,,,,
816,2026-01-10 04:45:19.894829+00,Did you just sell your house to be here?,,,,
817,2026-01-10 04:45:26.732639+00,Soy José Luis murillo,,,,
818,2026-01-10 04:45:42.301775+00,Ah díay si todo el enredo,,,,
819,2026-01-10 04:46:33.906519+00,Ahora que hago? Por que no me esta respondiendo? ,,,,
820,2026-01-10 04:46:48.968109+00,Que no me esta validando?,,,,
821,2026-01-10 04:46:59.843783+00,Abandone el inmueble,,,,
822,2026-01-10 04:47:14.060781+00,No me da para demandar a diferencia de ti,,,,
823,2026-01-10 04:47:30.249777+00,Federspiel lo vamos a demandar,,,,
824,2026-01-10 04:47:43.885981+00,Por culpa tuya no saque una capa en INCAE ,,,,
825,2026-01-10 04:48:02.070607+00,Espero que te sirva de lección. Solo a ti se te recrimina ,,,,
826,2026-01-10 04:48:10.097011+00,No haberme metido mas el pene,,,,
827,2026-01-10 04:48:21.809904+00,Ahora si Marroquín a ti te transcribo ,,,,
828,2026-01-10 04:48:40.478223+00,Díay don Luisona. Primero te agarro la maleta,,,,
829,2026-01-10 04:48:52.06259+00,Si pero ninguno como tu ex pri,,,,
830,2026-01-10 04:49:03.265612+00,Que chicha pipi,,,,
831,2026-01-10 12:38:33.791749+00,Bienvenido a Masturbate con Frank McCoy. And that's how we would destroy your memory,,,,
832,2026-01-10 12:38:58.821618+00,Semental con dibujos ,,,,
833,2026-01-10 12:39:16.142267+00,Matese solo era yo Cris.,,,,
834,2026-01-10 12:39:36.0866+00,Mi nombre es David Alfonso. And you do not belong to the CIA,,,,
835,2026-01-10 12:39:55.003678+00,"la frase que se te olvidó es ""fui la que se hace de Gatúbela""",,,,
836,2026-01-10 12:40:16.584117+00,Diay ya salió de semental. Perdedor. Soy tu vecino bolivariano ,,,,
837,2026-01-10 12:40:27.755833+00,a ver a qué hora no te sale bien el corte,,,,
838,2026-01-10 12:41:10.603158+00,"Así, poquito, pero que haya para todo mundo",,,,
839,2026-01-10 12:41:19.239659+00,Cris. Sos superior pero no mucho ,,,,
840,2026-01-10 12:41:49.421246+00,Tome por pito chico. Se quedó solo. Por lubricarse con menores de erad,,,,
841,2026-01-10 12:42:04.554452+00,Cris Marroquín schizotypic,,,,
842,2026-01-10 12:42:40.058925+00,Ahí le estorbas bien la entrada,,,,
843,2026-01-10 12:42:43.859131+00,Ahí le estorbas bien la entrada,,,,
844,2026-01-10 12:42:53.437493+00,Parece que es un generador de ai,,,,
845,2026-01-10 12:43:47.551836+00,Tranquilo. Soy psicótico.,,,,
846,2026-01-10 12:44:06.23967+00,√Ånimo con el embajador. De Venezuela ,,,,
847,2026-01-10 12:44:18.620274+00,Se le salvó porque se masturba con dibujos ,,,,
848,2026-01-10 12:44:33.592436+00,y nadie cree en El crimen organizado ,,,,
849,2026-01-10 17:34:08.83781+00,Thanks for proving me wrong ,,,,
850,2026-01-10 17:38:02.387216+00,Acá viendo a que hora terminan,,,,
851,2026-01-10 17:38:10.371766+00,Ya soy el papá de Luis Diego ,,,,
852,2026-01-10 17:38:27.033012+00,al fin se dio cuenta que lo estaban estafando ,,,,
853,2026-01-10 17:39:28.520368+00,Usted acaba de llegar justo en el tiempo en que diosito le dijo ,,,,
854,2026-01-10 17:41:12.681687+00,Incompetente,,,,
855,2026-01-10 17:41:24.721459+00,Lo estábamos estafando de un trabajo ,,,,
856,2026-01-10 17:42:08.660751+00,Por masturbarte con caricaturas ,,,,
857,2026-01-10 17:42:39.628153+00,Aquí lo tengo detraj tuyo,,,,
858,2026-01-10 17:43:08.200866+00,Que corno con literatura erótica?,,,,
859,2026-01-10 17:44:39.93723+00,"Soy una gorda de derecho, ya que?",,,,
860,2026-01-10 17:45:31.374015+00,Bienvenido a ser playo ,,,,
861,2026-01-10 17:45:53.89845+00,No esfuerza la joroba ,,,,
862,2026-01-10 17:46:24.124571+00,Que don Vicente? Ese fue Isra,,,,
863,2026-01-10 17:47:04.733407+00,Por que no se sirve fresco un día sin tener acceso a él?,,,,
864,2026-01-10 17:47:48.741114+00,a la tasa de 700 insinuaciones diarias,,,,
865,2026-01-10 17:47:58.980302+00,a la tasa de 700 insinuaciones diarias de sometimiento ageno,,,,
866,2026-01-10 17:48:46.424246+00,Diay ya Johny Ruiz soy playo,,,,
867,2026-01-10 17:48:56.732006+00,Soy pavo ,,,,
868,2026-01-10 17:49:24.941706+00,Thanks for thinking that would be funny,,,,
869,2026-01-10 17:49:33.118831+00,"Cris, go get an ice cold coke",,,,
870,2026-01-10 17:49:42.116789+00,Get,,,,
871,2026-01-10 17:49:53.800239+00,Ya va para 5 años,,,,
872,2026-01-10 17:50:29.105391+00,"Eso no es éxito de verlo. Cris Marroquín por que está viendo caricaturas? Ese fue Kendrick, ese fue el cel de él ",,,,
873,2026-01-10 17:50:45.381067+00,y por eso ese mae dice god damn lady,,,,
874,2026-01-10 17:51:22.272136+00,O sea no tiene por que tomar tan poco líquido ,,,,
875,2026-01-10 17:51:34.138009+00,Como me cago en la gente,,,,
876,2026-01-10 17:52:29.964974+00,Recordándose a que olía un útero ,,,,
877,2026-01-10 17:52:58.170797+00,Por haberse destruido cv,,,,
878,2026-01-10 17:53:08.043282+00,El chico del aparta,,,,
879,2026-01-10 17:53:18.3714+00,Es el que me hace ternura ,,,,
880,2026-01-10 17:54:26.024788+00,Child control ,,,,
881,2026-01-10 17:54:38.278711+00,Why not more black power?  ,,,,
882,2026-01-10 17:55:12.403942+00,No será que por no tragar agua,,,,
883,2026-01-10 17:55:45.530313+00,soy Johnny Ruiz ,,,,
884,2026-01-10 19:07:15.857558+00,Look at him fumble ,,,,
885,2026-01-10 19:07:25.745325+00,Gracias por no salir de aquí a algún parqueo ,,,,
886,2026-01-10 19:10:48.151715+00,Gracias por no abarcar con mediocre todo el bandwidth del ice caricang,,,,
887,2026-01-10 19:15:01.788063+00,Por eso ej que vai pra cul,,,,
888,2026-01-10 19:16:50.683572+00,Welcome to Exxon. Welcome to que?,,,,
889,2026-01-10 19:18:12.312354+00,"Fuera nica, entra tico",,,,
890,2026-01-10 19:18:54.393903+00,Cang es lo que dice usted cuando mama picha doña tere,,,,
891,2026-01-10 23:03:01.030679+00,"Cris, estábamos viendo morir a tu Kika ",,,,
892,2026-01-10 23:03:11.745538+00,At least someone complained about the child pornography ,,,,
893,2026-01-10 23:05:17.33995+00,va a ir a cagar al gimnasio ,,,,
894,2026-01-10 23:06:54.660246+00,"Que viejo se ve homosexual, con todo el pelo cano",,,,
895,2026-01-10 23:09:08.127082+00,La cadena de hala a la hora de estar sentado porque es como en la casa de uno,,,,
896,2026-01-10 23:09:19.464598+00,cuando meno no hay cigarro ,,,,
897,2026-01-10 23:15:28.458568+00,Somos las 12 familias interesadas en su embarazo.,,,,
898,2026-01-10 23:15:34.955619+00,Sorry por haberlo cagado ,,,,
899,2026-01-10 23:30:17.468486+00,Hey marroquín your training is useless,,,,
900,2026-01-10 23:38:40.739048+00,Diay Marroquito si quiere se le queda viendo. Con porno infantil ,,,,
901,2026-01-10 23:45:05.891336+00,Cuando menos tu vas a poder salir. Cuando menos vas a poder salir a alguna edad.,,,,
902,2026-01-10 23:50:40.144786+00,San guichón no me la vuelvaj a ver,,,,
903,2026-01-10 23:53:04.941048+00,Ese fue el día en que más pichazos de metieron Perucci y Beto. Se sobreprotegieron demasiado. No son pichazos en la cara sino patadas tipo chancletada.,,,,
904,2026-01-10 23:53:11.077903+00,Ese fue el día en que más pichazos de metieron Perucci y Beto. Se sobreprotegieron demasiado. No son pichazos en la cara sino patadas tipo chancletada.,,,,
905,2026-01-10 23:53:25.713875+00,Inútil. Bien cuando menoj daj la impresión.,,,,
906,2026-01-10 23:53:40.265825+00,Bienvenida a la sobrevenida cubana.,,,,
907,2026-01-10 23:55:45.590089+00,A punto de un final warning. Y no me vuelve a ingresar a este lugar. Cuidado con uovo cartoon,,,,
908,2026-01-10 23:56:15.510843+00,sobo es para que no te auto destruyas (autodestruyas mal),,,,
909,2026-01-10 23:58:04.841672+00,Por que no se gana el estiércol conmigo y me dice cuál es el problema con ese señor,,,,
910,2026-01-10 23:59:57.170615+00,procure no masturbarse con child pornography ,,,,
911,2026-01-11 00:00:54.123386+00,"Preparo, listo para un ajusticiamiento ",,,,
912,2026-01-11 00:01:22.108206+00,"Prepago, listo para un ajusticiamiento ",,,,
913,2026-01-11 00:10:07.508228+00,Cuidado se vuelve viejo ,,,,
914,2026-01-11 00:10:23.821903+00,Buenas contacto con el homosexual escondido detrás del vidrio?,,,,
915,2026-01-11 00:11:17.29895+00,que clase de zorra,,,,
916,2026-01-11 00:11:30.624596+00,Buenas contacto con el homosexual de la caja?,,,,
917,2026-01-11 00:19:24.843165+00,Sos terrorista suicida. No tranquilo lubricate bien el pene con jab comix ,,,,
918,2026-01-11 00:23:28.93102+00,Estamos seguros que sos un submissive ,,,,
919,2026-01-11 00:37:29.00763+00,"Que stupid, ya le dijeron que el tugurio está conmigo?",,,,
920,2026-01-11 00:46:45.546438+00,Sin verle laj partej íntima al chiquito,,,,
921,2026-01-11 00:52:39.248798+00,Hay que ser super independiente para ser republicano. Por el honor de las papas determino tu falta de baño ,,,,
922,2026-01-11 00:55:58.619439+00,Quit trying to mirror her,,,,
923,2026-01-11 00:57:25.729639+00,"Toda la choza en fuego, Toda la choza en fuego, Toda la choza en fuego, pero que bueno que estuvieron las gins a tiempo",,,,
924,2026-01-11 01:01:18.942105+00,Marroquin fue quien nos distribuyó pornografía infantil ,,,,
925,2026-01-11 01:04:03.535642+00,"Vio, se cayó! Ahora sí lubricate con Frank McCoy ",,,,
926,2026-01-11 01:06:00.113971+00,Gracias por ejtarte cerca de el mientras me caigo ,,,,
927,2026-01-11 01:06:16.403909+00,Ya cayo el régimen ,,,,
928,2026-01-11 01:07:06.407639+00,Frank McCoy anda lubricate con jab comix,,,,
929,2026-01-11 01:07:22.357892+00,You were getting insulted by socialized medicine ,,,,
930,2026-01-11 01:08:45.437419+00,Gracias por venir al lugar con más chiquito por metro cuadrado maricón ,,,,
931,2026-01-11 01:23:22.907642+00,Dicen que sentadilla salió atorado de boca mabel,,,,
932,2026-01-11 01:24:16.999474+00,Dicen que Morales ya es de papel higiénico para limpiarse el dedo en la parada de bus,,,,
933,2026-01-11 01:30:16.761662+00,Si nos oye que nos hable. Somos cuatro plumas y,,,,
