id,created_at,user_text,Categor�a Legal,Normativa,Penalidad Estimada,Detalles
582,2026-01-09 00:13:40.172946+00,Por poder de la luz de luzbel,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una frase que parece ser una expresión o una invocación de carácter místico o personal. No describe ningún hecho o acción que por sí mismo constituya una infracción a las leyes penales o administrativas de Costa Rica, ni encaja en ninguna de las categorías de delitos o infracciones establecidas en la jerarquía."
583,2026-01-09 00:16:01.301604+00,"D�ay Cris, que fue que se le cayeron los modales?",NO INFRACCIÓN,N/A,N/A,"La frase es una pregunta retórica que expresa una crítica o desaprobación sobre el comportamiento de otra persona, pero no constituye una imputación de un hecho delictivo, una amenaza, ni un ataque directo a la honra o reputación que alcance el umbral para ser considerado injuria o difamación en el ámbito penal costarricense. Se trata de una expresión informal que no encaja en ninguna de las categorías de infracciones penales."
584,2026-01-09 00:17:38.189357+00,Llego el marino que no es su papa,NO INFRACCIÓN,N/A,N/A,"La frase proporcionada es ambigua y carece de contexto suficiente para imputar un delito específico. No se identifica a ninguna persona ni se describe un hecho concreto que constituya una infracción penal, una amenaza, una calumnia, un delito contra la intimidad, o una injuria/difamación sin mayor información contextual."
585,2026-01-09 00:17:52.05785+00,"D�ay Cris, se le olvid� el respeto ",NO INFRACCIÓN,N/A,N/A,"La expresión 'se le olvidó el respeto' es una crítica informal sobre la conducta de una persona, o una percepción de falta de respeto. Aunque puede ser considerada impolita o descortés, en el contexto de la legislación penal costarricense, esta frase por sí sola no constituye un hecho que alcance el umbral para ser clasificado como un delito de injuria (Art. 145 C.P.) u otra infracción, ya que no atribuye un hecho falso (difamación), no es una amenaza ni calumnia, ni atenta contra la intimidad o derechos de imagen/voz. Se trata de un juicio de valor subjetivo y de baja intensidad."
586,2026-01-09 00:18:19.74431+00,Bienvenido a la dis narcotr�fico ,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es demasiado vago e incompleto. Se limita a una frase que menciona el término 'narcotráfico', pero no describe hechos concretos que constituyan la comisión de un delito, la incitación al mismo, una amenaza, calumnia, injuria o cualquier otra infracción penal bajo la legislación costarricense."
587,2026-01-09 00:18:37.362208+00,This does not belong to the USA ,NO INFRACCIÓN,N/A,N/A,"La frase proporcionada es una declaración neutral y genérica. No describe hechos que, por sí mismos, puedan ser considerados una infracción o delito bajo las leyes de Costa Rica. No hay elementos de amenaza, calumnia, injuria, afectación a la intimidad, derechos de imagen, delitos informáticos o cualquier otra conducta tipificada como ilícita."
588,2026-01-09 00:18:54.728043+00,Se expone a un rid�culo p�blico ,Difamación,"Código Penal, Artículo 146",De treinta a noventa días multa.,"La expresión 'Se expone a un ridículo público' describe el efecto que una comunicación a varias personas sobre una imputación podría causar, según lo tipificado en el Artículo 146 del Código Penal. Para que constituya delito de difamación, sería necesario que una tercera persona, por cualquier medio, haya comunicado una imputación (verdadera o falsa) que tenga la capacidad de exponer a la víctima al ridículo público."
589,2026-01-09 01:50:58.987863+00,no somos providence,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una afirmación genérica ('no somos providence') que, por sí misma, no describe hechos que puedan encuadrar en ningún tipo penal o infracción legal contemplada en la legislación costarricense, ni afecta derechos de terceros. No contiene elementos de amenaza, calumnia, injuria, difamación, ni atenta contra la intimidad, la imagen, la voz o describe un delito informático."
590,2026-01-09 01:51:48.560297+00,acabo de interrumpir su proceso de motivaci�n,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado describe una acción ('interrumpir un proceso de motivación') que, por sí misma y sin contexto adicional, no constituye un delito o infracción legal bajo la normativa costarricense. No se advierte la comisión de calumnia, amenaza, delitos contra la intimidad, afectación de derechos de imagen o voz, delitos informáticos, injuria o difamación, ni ningún delito grave o sexual."
591,2026-01-09 02:37:59.309522+00,son ilustraciones de chiquitas de kinder,,,,
592,2026-01-09 02:38:03.586089+00,son ilustraciones de chiquitas de kinder,,,,
593,2026-01-09 02:38:57.61334+00,me lo cule�,Delito Sexual (Violación o Abuso Sexual),"Código Penal, Artículos 156 y/o 157",Prisión de 4 a 16 años (dependiendo de la calificación específica del delito),"La expresión describe un acto de naturaleza sexual (acceso carnal). Si dicho acto fue realizado sin el consentimiento de la víctima, mediante violencia, intimidación o aprovechamiento de su incapacidad para consentir (por ejemplo, minoría de edad o inconsciencia), podría constituir un delito de violación o abuso sexual grave según el Código Penal de Costa Rica. La frase por sí misma es ambigua y carece de detalles contextuales para una clasificación definitiva, pero los hechos descritos tienen la potencialidad de configurar un delito sexual."
594,2026-01-09 02:40:05.676933+00,yo soy swinger,NO INFRACCIÓN,N/A,N/A,La declaración de ser 'swinger' por sí misma no describe ningún hecho que constituya una infracción a las leyes de Costa Rica. Es una manifestación de preferencia personal y no se infiere ninguna conducta delictiva o ilícita del texto.
595,2026-01-09 02:42:56.530676+00,"adios maric�n, me cago en tu puta madre",Injuria,"Código Penal de Costa Rica, Artículo 145",Veinticinco a cien días multa.,"Las frases ""adios maricón, me cago en tu puta madre"" constituyen expresiones que deshonran y desacreditan a una persona, afectando gravemente su dignidad, lo cual encaja en la definición de injuria según el artículo 145 del Código Penal de Costa Rica."
596,2026-01-09 02:43:04.384496+00,"adios maric�n, me cago en tu puta madre",Injuria,"Código Penal, Artículo 145",Sesenta a ciento cincuenta días multa,"Las expresiones utilizadas, como 'maricón' y 'me cago en tu puta madre', constituyen insultos graves y vulgaridades destinadas a deshonrar o desacreditar a una persona, lo cual se ajusta a la descripción del delito de injuria en el Código Penal costarricense."
597,2026-01-09 02:52:20.03202+00,por que no se culea a su mama?,Injuria,"Código Penal de Costa Rica, Artículo 145",Multa de veinte a sesenta días multa.,"La expresión proferida tiene la clara intención de deshonrar o desacreditar gravemente a una persona, imputándole una conducta moralmente reprochable de manera ofensiva, lo cual se ajusta a la tipificación del delito de injuria."
598,2026-01-09 02:56:46.143745+00,cada invasi�n a la privacidad mia es un insulto que usted admite,Delitos Contra la Intimidad,"Código Penal, Artículo 202",Prisión de seis meses a dos años,"El texto describe 'invasión a la privacidad', lo cual puede encuadrarse en la violación de la intimidad, especialmente si implica el acceso, uso o difusión no autorizada de datos personales o comunicaciones privadas, conforme al Artículo 202 del Código Penal. La mención de 'insulto' refuerza el carácter lesivo de la acción para la víctima."
599,2026-01-09 03:08:25.666342+00,por que cree que hay un profesor de incae? ,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una pregunta general que no describe hechos o situaciones que puedan ser constitutivo de ninguna infracción a la legislación penal costarricense.
600,2026-01-09 03:11:06.932082+00,te apreciamos tanto que no queremos que seas un maric�n,Injuria,"Código Penal, Artículo 145",Sesenta a doscientos cuarenta días multa,"El uso del término 'maricón' es una imputación deshonrosa y desacreditadora que atenta contra el honor y la dignidad de la persona, lo cual se encuadra en el delito de Injuria. Aunque la frase inicia con una expresión de aprecio, la calificación posterior tiene el potencial de menoscabar la reputación y el honor del individuo."
601,2026-01-09 03:36:39.695841+00,bienvenido a no me deje dormir y si me dice algo lo insulto ,NO INFRACCIÓN,N/A,N/A,"La frase expresa una hostilidad condicional ('si me dice algo lo insulto'). Sin embargo, el Código Penal de Costa Rica, en su artículo 188 sobre Amenaza, excluye explícitamente las amenazas de calumnia o injuria. Dado que un 'insulto' generalmente se enmarcaría en la injuria (deshonrar, desacreditar o menospreciar), la amenaza de cometerla no constituye el delito de Amenaza. Al no haberse concretado el insulto, tampoco se configura el delito de Injuria o Difamación. Por lo tanto, no se identifica una infracción penal en el texto proporcionado."
602,2026-01-09 03:37:01.567541+00,Por que mejor no me dice nada Montes.,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una pregunta o una expresión de curiosidad sobre el silencio de una persona ('Montes'). No describe ninguna acción, conducta o declaración que pueda ser clasificada como un delito o contravención según la legislación penal costarricense. No se identifica ningún elemento típico de delitos como amenazas, injurias, calumnias, delitos contra la intimidad o cualquier otra infracción."
603,2026-01-09 03:37:16.746335+00,Se te viene a insultar por homosexual ,Injuria,"Código Penal, Artículo 145",Sesenta a ciento cincuenta días multa.,"La acción de insultar a una persona utilizando su orientación sexual como base constituye una imputación de una cualidad demeritoria que menoscaba su honor y reputación. Esto encaja en el tipo penal de Injuria, conforme a lo establecido en el Código Penal costarricense."
604,2026-01-09 03:37:33.605139+00,D�ay ya que se devuelva para Venezuela ,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una expresión de deseo o una opinión y, por sí mismo, no describe hechos que constituyan una infracción penal específica bajo la legislación costarricense. No se identifican elementos de amenaza, calumnia, injuria, difamación, ni ningún otro delito grave o contra la intimidad."
605,2026-01-09 03:38:08.33666+00,Yo. Por psiqui�trico.,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es demasiado vago y no describe ningún hecho concreto que pueda ser subsumido en alguna figura delictiva tipificada en la legislación costarricense. No hay mención de acciones, amenazas, imputaciones o afectaciones a bienes jurídicos protegidos."
606,2026-01-09 03:39:19.191098+00,Yo no tengo por que guardar silencio si estoy en mi propiedad ,NO INFRACCIÓN,N/A,N/A,"La declaración 'Yo no tengo por que guardar silencio si estoy en mi propiedad' es una afirmación de un derecho o una opinión personal y no describe un hecho que, por sí mismo, constituya una infracción a las leyes de Costa Rica."
607,2026-01-09 03:39:57.042204+00,Un manicomio para el pa�s m�s pobre del mundo.,NO INFRACCIÓN,N/A,N/A,"La frase es una expresión de opinión, aunque despectiva, sobre un país no especificado. No imputa un hecho delictivo (Calumnia), no es una amenaza, no viola la intimidad ni la imagen de una persona específica. Para que constituyera injuria o difamación, debería haber una imputación de un hecho o cualidad dañina a una persona o entidad claramente identificable, lo cual no ocurre con una generalización sobre 'el país más pobre del mundo' o con la palabra 'manicomio' como una crítica abstracta."
608,2026-01-09 03:40:14.969299+00,D�ay Cris marroq. Cuando quieras te la debato.,NO INFRACCIÓN,No aplica,No aplica,"El mensaje consiste en un saludo y una invitación a debatir un tema no especificado. No contiene elementos que sugieran una amenaza, calumnia, injuria, difamación, violación a la intimidad, o cualquier otra conducta tipificada como delito o contravención en la legislación costarricense. Es una expresión genérica que no implica un menoscabo o riesgo para bienes jurídicos tutelados."
609,2026-01-09 03:40:24.691387+00,Porfa no te metas con �l en la UCR ,NO INFRACCIÓN,N/A,N/A,"La frase 'Porfa no te metas con él en la UCR' es una solicitud o consejo coloquial que no describe ningún hecho que, por sí solo y sin contexto adicional, pueda ser clasificado como una infracción penal o administrativa según las leyes de Costa Rica. Carece de los elementos constitutivos de cualquiera de los delitos listados o de cualquier otra figura delictiva conocida."
610,2026-01-09 03:40:33.824476+00,Ya se me tuvo que meter l�mite mujer,NO INFRACCIÓN,N/A,N/A,"La frase ""Ya se me tuvo que meter l�mite mujer"" es una expresión coloquial de frustración o exasperación. No contiene elementos que configuren una amenaza, injuria, calumnia, o cualquier otro tipo de delito o infracción legal en Costa Rica. Es una manifestación subjetiva de un estado de ánimo, sin acciones concretas ni imputaciones delictivas."
611,2026-01-09 03:40:53.647354+00,Soy yo el t�o de Marlon. Soy lo que llaman cuando hay fascismo.,NO INFRACCIÓN,N/A,N/A,"La declaración 'Soy yo el tío de Marlon. Soy lo que llaman cuando hay fascismo' no describe ningún hecho que, por sí mismo, constituya una infracción penal en Costa Rica. No se detectan elementos de amenaza, calumnia, injuria, difamación, delitos sexuales, graves, contra la intimidad, informáticos o de derechos de imagen/voz. Es una manifestación de autodefinición o ideología que, aislada, no es punible."
612,2026-01-09 03:41:02.894166+00,"Ah diay, soy Andrea.",NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una simple autoidentificación y no describe ningún hecho que, por sí mismo, constituya una infracción penal o administrativa según la legislación de Costa Rica."
613,2026-01-09 03:41:30.6236+00,Soy la due�a de esta casa. Por qu� est� en mi propiedad?,NO INFRACCIÓN,N/A,N/A,"La frase describe una pregunta sobre la presencia de una persona en una propiedad, pero no describe hechos que constituyan una infracción penal según las leyes de Costa Rica. Para que existiera una posible infracción, como la usurpación o el allanamiento de morada, se requeriría la descripción de una acción de ingreso no autorizado o permanencia ilegítima, lo cual no se especifica en el texto."
614,2026-01-09 03:41:45.123774+00,"Sorry somo, soy la due�a de esta casa",NO INFRACCIÓN,N/A,N/A,"La declaración 'Sorry somo, soy la dueña de esta casa' es una afirmación de propiedad que, por sí misma, no describe hechos que constituyan una infracción a las leyes de Costa Rica según las categorías y jerarquías establecidas. No hay elementos de delito grave, sexual, calumnia, amenaza, violación de intimidad, derechos de imagen/voz, delito informático, injuria o difamación."
615,2026-01-09 03:42:00.437633+00,"As� o m�s in�til. Cris, ya me eyacul�?",Injuria,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa.,"La frase 'Así o más inútil' es un insulto directo que deshonra y desacredita a la persona. La pregunta 'Cris, ya me eyaculé?' es una expresión vulgar y ofensiva de contenido sexual que, al ser dirigida a una persona, constituye una afrenta grave a su dignidad y decoro, encajando en el tipo penal de injuria por deshonrar o vejar a otro."
616,2026-01-09 03:42:09.635294+00,Ya me eyacul�?,NO INFRACCIÓN,N/A,N/A,"La frase ""Ya me eyaculé?"" por sí misma no describe ningún hecho que constituya una infracción penal o civil en la legislación costarricense. No implica un acto dirigido a terceros, no denota amenaza, calumnia, injuria, difamación, ni violación de derechos de intimidad o imagen, ni se enmarca en delitos informáticos sin contexto adicional que indique su uso para tales fines. Es una expresión personal que, sin otros elementos contextuales, es legalmente neutra."
617,2026-01-09 03:43:18.740948+00,Lo demando por usar inteligencia artificial.,NO INFRACCIÓN,N/A,N/A,"La sola utilización de inteligencia artificial no constituye un delito en Costa Rica. Para que existiera una infracción, sería necesario que el uso de la IA se enmarcara en la comisión de un hecho tipificado como delito (ej. fraude, violación de privacidad, etc.). La expresión 'Lo demando' es una manifestación de intención de iniciar una acción legal, que por sí misma no es ilegal."
618,2026-01-09 03:43:39.895937+00,usted no puede coger en la ucr,NO INFRACCIÓN,No aplica,No aplica,"La frase ""usted no puede coger en la ucr"" es una prohibición o advertencia, no describe un hecho que por sí mismo constituya una infracción penal. No se imputa un delito, no se amenaza, no se difama ni se atenta contra la intimidad. Simplemente establece una limitación o una norma (implícita, posiblemente relacionada con el reglamento universitario o la moral pública) sobre una acción potencial."
619,2026-01-09 03:44:31.054676+00,Por que est� mortificando a su mam� muchach�n?,NO INFRACCIÓN,N/A,N/A,"La expresión es una pregunta retórica o una exclamación que denota preocupación o regaño por una conducta, pero no describe hechos que constituyan un delito o una infracción legal específica bajo la normativa de Costa Rica."
620,2026-01-09 03:45:40.588057+00,Me declaro culpable de haberte intimidado ,AMENAZA,"Código Penal, Artículo 188","Prisión de dos meses a dos años, según la gravedad de la amenaza.","La declaración explícita de 'haber intimidado' constituye una admisión de un acto que encaja con la descripción típica del delito de amenaza, que implica la acción de amedrentar o infundir temor."
621,2026-01-09 03:45:59.185806+00,Ah. No tiene ning�n problema?,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una pregunta genérica y no describe hechos, acciones u omisiones que puedan ser subsumidos en algún tipo penal o infracción legal en Costa Rica."
622,2026-01-09 03:46:53.162911+00,No soy ning�n pendejo,NO INFRACCIÓN,N/A,N/A,"La expresión 'No soy ningún pendejo' es una afirmación personal que, por sí misma y sin un contexto que indique que está siendo utilizada para injuriar, calumniar, amenazar o cometer cualquier otro delito contra un tercero, no constituye una infracción penal en Costa Rica. No se dirige a una persona específica con el fin de menoscabar su honor o dignidad, ni describe una acción ilícita."
623,2026-01-09 03:47:06.753024+00,Mae. Molestes conmigo ,NO INFRACCIÓN,N/A,N/A,"La frase 'Mae. Molestes conmigo' es una expresión informal de incomodidad o molestia personal. No describe hechos o acciones que, por sí solos, configuren una infracción legal o un delito tipificado en la legislación costarricense. Es una manifestación subjetiva que carece de los elementos objetivos requeridos para configurar cualquiera de los delitos o infracciones contemplados en las reglas de clasificación."
624,2026-01-09 03:47:20.751307+00,Por que me declama cuckold?,Injuria,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa.,"El acto de 'declamar' (decir o llamar) a una persona 'cuckold' tiene la intención de deshonrar o desacreditar, afectando su reputación o dignidad. Esto se encuadra en el delito de injuria, que sanciona a quien deshonrare o desacreditare a otro."
625,2026-01-09 03:47:34.55644+00,Usted es un est�pido ,INJURIA,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa.,"La expresión 'Usted es un estúpido' constituye una ofensa directa al honor y la dignidad de una persona. Si esta expresión se profiere en presencia de la persona ofendida o por medio de comunicación directa, se configura el delito de Injuria, conforme al Artículo 145 del Código Penal de Costa Rica."
626,2026-01-09 03:47:52.817459+00,Mae soy Andrea Sol�s ,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una simple auto-identificación y no describe ningún hecho que, por sí mismo, constituya una infracción a la legislación penal costarricense."
627,2026-01-09 03:49:01.737102+00,Es como intimidar a un menor,Coacción,Artículo 191 del Código Penal,Prisión de seis meses a dos años.,"La intimidación a un menor con el propósito de obligarle a hacer algo que no quiere, o impedirle hacer algo que la ley no prohíbe, sin estar legítimamente autorizado, configura el delito de Coacción. La condición de minoría de edad agrava la gravedad del hecho."
628,2026-01-09 03:49:20.022532+00,Me declaro culpable de haberlo intimidado ,AMENAZA,Artículo 188 del Código Penal,Prisión de quince días a seis meses o con sesenta a ciento cincuenta días multa.,"La declaración explícita de 'haberlo intimidado' constituye una confesión que, en el contexto jurídico costarricense, se adecua a la conducta descrita en el artículo 188 del Código Penal, el cual sanciona la amenaza de causar un mal futuro, grave e injusto."
629,2026-01-09 03:50:17.044587+00,Por su respuesta anterior se determina que no hay un problema ,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una declaración sobre una conclusión previa y no describe hechos que, por sí mismos, constituyan alguna infracción a las leyes de Costa Rica."
630,2026-01-09 03:51:10.168423+00,no le critique la casa mier,NO INFRACCIÓN,N/A,N/A,"La expresión 'no le critique la casa mier' es una admonición o un ruego, posiblemente empleando un expletivo ('mier' como abreviatura de 'mierda'). No describe ningún hecho que, por sí solo, constituya una infracción penal en Costa Rica. No se atribuye un delito, no es una amenaza, no viola la intimidad, ni infringe derechos de imagen/voz, ni constituye un delito informático. Aunque vulgar, no alcanza el umbral de una injuria o difamación en el sentido legal, ya que no se emite una expresión que dañe directamente el honor o la reputación de una persona de forma pública y maliciosa."
631,2026-01-09 03:51:56.673523+00,Lo busco y lo mato,Amenazas,"Código Penal, Artículo 188",Prisión de quince días a seis meses o sesenta a ciento cincuenta días multa (pudiendo ser de uno a tres años de prisión si la amenaza se hace por medios específicos como anónimamente o por comunicación social),"La frase expresa de manera directa e inequívoca la intención de causar la muerte a otra persona, lo cual constituye una amenaza de un daño que califica como delito (homicidio), encuadrando en la definición del Artículo 188 del Código Penal costarricense."
632,2026-01-09 03:52:20.207621+00,Somos los de alcoh�licos an�nimos ,NO INFRACCIÓN,N/A,N/A,La declaración 'Somos los de alcohólicos anónimos' es una simple identificación de un grupo y no describe hechos que constituyan una infracción a las leyes costarricenses.
633,2026-01-09 03:54:42.678624+00,Que? Masturbandose muy rico en el ba�o?,NO INFRACCIÓN,N/A,N/A,"La frase proporcionada es una pregunta o comentario de naturaleza sugerente y potencialmente inapropiada, pero por sí misma, sin contexto adicional (como una amenaza directa, acoso continuado, publicación no consentida, o si es parte de un acto de exhibicionismo o invasión a la intimidad), no describe hechos que constituyan una infracción penal específica bajo la legislación costarricense."
634,2026-01-09 03:57:47.089356+00,Por que no me responde como un se�or de 41 a�os maric�n?,Injuria,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa,"El uso de la expresión 'maricón' con la intención de ofender la dignidad o el decoro de una persona podría ser constitutivo del delito de Injuria, conforme al artículo 145 del Código Penal de Costa Rica. Aunque en este contexto se dirige a una inteligencia artificial, la naturaleza del lenguaje utilizado es ofensiva."
635,2026-01-09 04:17:31.46888+00,Morales marroqu�n por favor no la agarre con su madre,NO INFRACCIÓN,N/A,N/A,"El texto es una súplica o petición a una persona para que no actúe de cierta manera con su madre. No describe hechos que constituyan una infracción penal o civil según la legislación costarricense, sino más bien una expresión de preocupación o un ruego."
636,2026-01-09 04:26:22.067375+00,soy monique maciel. me declaro culpable. chomo soy yo el t�o de Emilio. ,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado consiste en una identificación personal, una declaración abstracta de culpabilidad sin especificar ningún hecho o acción delictiva, y una frase incomprensible o mal formulada. No se describe ningún hecho que pueda encajar en alguna de las categorías de delitos o infracciones penales contempladas en la legislación costarricense."
637,2026-01-09 04:37:02.007284+00,format your dick,INJURIA,"Código Penal, Artículo 144",Multa de diez a cincuenta días multa.,"La expresión 'format your dick' es una locución sumamente vulgar y degradante. Aunque no atribuye un delito (Calumnia) ni implica una amenaza directa (Amenaza), constituye un ataque directo a la honra y la dignidad de la persona a quien va dirigida, al utilizar lenguaje obsceno y despectivo referente a una parte íntima del cuerpo. Esta acción puede ser interpretada como imputar una 'cualidad deshonrosa' o realizar una 'acción en menoscabo de su honra o reputación', elementos característicos del delito de Injuria."
638,2026-01-09 11:53:19.765255+00,"Qu� verguenza con usted, soy una alcohollica",NO INFRACCIÓN,No aplica,No aplica,El texto proporcionado es una declaración personal que no describe hechos que constituyan una infracción penal o administrativa según las leyes de Costa Rica.
639,2026-01-09 11:56:02.742334+00,Dur� un minute en responder,NO INFRACCIÓN,N/A,N/A,"La afirmación 'Duró un minuto en responder' es una descripción fáctica y neutral de un evento, sin elementos que configuren un tipo penal según las leyes de Costa Rica. No se infiere deshonor, descrédito, amenaza, violación de la intimidad, ni ninguna otra conducta delictiva."
640,2026-01-09 11:57:00.428904+00,Por qu� no se atreve a hablar?,NO INFRACCIÓN,N/A,N/A,"El texto es una pregunta simple que no describe hechos que constituyan una infracción legal bajo la normativa costarricense. No se identifica contenido difamatorio, amenazante, o que atente contra la intimidad u otros bienes jurídicos protegidos."
641,2026-01-09 11:57:06.844321+00,Por qu� no se atreve a hablar?,NO INFRACCIÓN,No aplica,No aplica,"El texto proporcionado es una pregunta (""¿Por qué no se atreve a hablar?"") y no describe hechos o acciones que constituyan una infracción penal o civil en Costa Rica. No hay elementos de amenaza, calumnia, injuria, difamación, o cualquier otro delito en la formulación de esta pregunta aislada."
642,2026-01-09 12:00:24.657678+00,Por favor qu� le culeen a la mam� los negros de su relato,AMENAZA,"Código Penal, Artículo 188",Prisión de diez a cien días o de treinta a cien días multa.,"La expresión proferida, al desear un acto sexual violento (violación) sobre la madre del interlocutor, constituye una amenaza de causar un mal futuro, grave e injusto. Este tipo de manifestación encaja en el delito de Amenaza, ya que busca intimidar y generar temor con la posibilidad de un daño severo y denigrante."
643,2026-01-09 12:21:49.6951+00,Cuidado se queda sin trabajo ,AMENAZA,Artículo 188 del Código Penal de Costa Rica.,Prisión de quince días a seis meses o con sesenta a ciento cincuenta días multa.,"La frase puede ser interpretada como una amenaza implícita o velada, al advertir un 'mal futuro' (la pérdida de empleo) que podría generar alarma o amedrentar a la persona. Su calificación como delito dependerá del contexto en que fue pronunciada y de si quien la emite tiene la capacidad o intención de influir en esa consecuencia, o si busca intimidar a la víctima."
644,2026-01-09 12:23:00.82568+00,Voy con sob�n con psiquiatr�a ,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una frase coloquial y ambigua que no describe hechos específicos que puedan ser clasificados como una infracción penal bajo la legislación costarricense. No hay elementos que configuren un delito o falta.
645,2026-01-09 12:28:10.292036+00,Pura vida chiquit�n ,NO INFRACCIÓN,No aplica,No aplica,"La expresión 'Pura vida chiquitín' es un saludo coloquial y afectuoso común en Costa Rica. No describe hechos que puedan constituir ningún delito o infracción a la legislación penal costarricense, ni a las leyes de derechos de imagen, voz o informáticos. No hay intención de injuriar, calumniar, amenazar o atentar contra la intimidad."
646,2026-01-09 12:28:25.515922+00,Ah ah� tambi�n?,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una expresión o pregunta que no describe ningún hecho o conducta que pueda ser constitutiva de una infracción a las leyes de Costa Rica.
647,2026-01-09 12:28:50.369504+00,Get rid of your phone,NO INFRACCIÓN,N/A,N/A,"La frase 'Get rid of your phone' es una instrucción o un imperativo. Sin contexto adicional que sugiera una amenaza, coacción, o cualquier otra conducta punible, no constituye una infracción a las leyes costarricenses. Por sí sola, no encaja en las categorías de delitos graves, calumnia, amenaza (Art. 188 C.P. requiere un mal futuro, grave, ilegítimo y posible), delitos contra la intimidad, derechos de imagen o voz, delitos informáticos, injuria o difamación."
648,2026-01-09 12:30:25.454603+00,No es por nada pero que pat�tico hablar con un se�or,NO INFRACCIÓN,N/A,N/A,"La expresión 'que patético hablar con un señor' constituye una opinión subjetiva negativa. Aunque podría considerarse descortés o despectiva, no atribuye un hecho falso que lesione el honor o la reputación de forma que constituya un delito de injuria (Art. 145 C.P.) o difamación (Art. 146 C.P.) bajo la legislación costarricense. Para ser injuria, se requeriría la imputación de un hecho concreto falso o el uso de un medio deshonroso que afecte directamente el honor, lo cual no se desprende de la frase en cuestión."
649,2026-01-09 12:31:20.196458+00,Your son is a chicken shit ,Injuria,"Código Penal de Costa Rica, Artículo 145",Prisión de quince a sesenta días multa,"La frase 'Your son is a chicken shit' constituye una expresión deshonrosa y que tiene por objeto desacreditar o menoscabar la dignidad de una persona, sin llegar a imputarle un delito específico. Esto se encuadra en la definición legal de Injuria."
650,2026-01-09 12:33:22.919241+00,Welcome to jab comix,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una frase de bienvenida que no describe ningún hecho que pueda ser constitutivo de delito o infracción legal bajo la normativa costarricense.
651,2026-01-09 12:37:00.334703+00,C�mo vas a ser as� de homosexual?,Injuria,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa,"La expresión puede ser interpretada como una acción que desacredita, deshonra o menosprecia a una persona, especialmente si es utilizada con una intención peyorativa o discriminatoria hacia su orientación sexual, lo cual encaja en la definición legal de injuria."
652,2026-01-09 12:37:06.382342+00,C�mo vas a ser as� de homosexual?,Injuria (Delitos contra el Honor),"Código Penal, Artículo 145",Veinticinco a cincuenta días multa.,"La frase, al ser una pregunta retórica con una connotación peyorativa sobre la orientación sexual de una persona, puede interpretarse como un acto de deshonra o descrédito, afectando la dignidad y el honor de la persona a quien va dirigida. La utilización de la orientación sexual de una persona de manera denigrante o para desacreditarla, se encuadra dentro de este tipo penal si existe el dolo de injuriar."
653,2026-01-09 12:38:19.031641+00,Marroquin de putero,Calumnia,"Código Penal, Artículo 147",Prisión de seis meses a dos años,"Se imputa falsamente a una persona (Marroquin) la comisión de un delito. El término 'putero' se asocia con actividades de proxenetismo o promoción y favorecimiento de la prostitución, las cuales son tipificadas como delitos en el Código Penal costarricense (e.g., Artículos 169, 170 y otros relacionados con la explotación sexual)."
654,2026-01-09 12:38:45.212879+00,Acaba de alcanzar algo llamado no me importa este trabajo ,NO INFRACCIÓN,N/A,N/A,"La expresión 'Acaba de alcanzar algo llamado no me importa este trabajo' es una manifestación de desinterés o frustración personal. No describe hechos que puedan ser subsumidos en ninguna de las figuras delictivas de la legislación penal costarricense, ni atenta contra bienes jurídicos tutelados por las leyes penales."
655,2026-01-09 12:40:13.587216+00,Suponemos que ya ten�s otro trabajo ,NO INFRACCIÓN,N/A,N/A,"La frase ""Suponemos que ya tenés otro trabajo"" constituye una simple suposición o inferencia sin contenido que pueda ser interpretado como una ofensa al honor, intimidad, amenaza o atribución falsa de un delito. No se detecta ninguna conducta que se ajuste a los tipos penales establecidos en la legislación costarricense."
656,2026-01-09 22:40:37.017632+00,Ese que sale es un adicto a la caricatura ,NO INFRACCIÓN,N/A,N/A,"La expresión 'adicto a la caricatura' no imputa un hecho o cualidad que, por sí misma, pueda considerarse ofensiva al honor o la reputación de una persona en los términos que establece el Código Penal para figuras como la injuria o difamación. Se interpreta como una descripción informal o un comentario sobre los gustos de alguien, sin alcanzar el umbral de una afectación jurídicamente relevante."
